t,S,I,R,R0,beta, gamma
330,7.506753385435254,3.038189173583779E-08,92.4932465841828,2.74999999725,0.25,0.090909091
331,7.506753384865081,2.8190074996882188E-08,92.49324658694479,2.74999999725,0.25,0.090909091
332,7.506753384336041,2.6156380755949914E-08,92.49324658950752,2.74999999725,0.25,0.090909091
333,7.506753383845167,2.426940170698089E-08,92.49324659188538,2.74999999725,0.25,0.090909091
334,7.5067533833897055,2.251855349215485E-08,92.49324659409169,2.74999999725,0.25,0.090909091
335,7.506753382967102,2.0894015332588866E-08,92.49324659613883,2.74999999725,0.25,0.090909091
336,7.506753382574987,1.9386674942067346E-08,92.49324659803828,2.74999999725,0.25,0.090909091
337,7.506753382211159,1.798807741481714E-08,92.49324659980071,2.74999999725,0.25,0.090909091
338,7.50675338187358,1.669037780063137E-08,92.493246601436,2.74999999725,0.25,0.090909091
339,7.506753381560353,1.5486297101328486E-08,92.4932466029533,2.74999999725,0.25,0.090909091
340,7.506753381269723,1.4369081441723894E-08,92.49324660436115,2.74999999725,0.25,0.090909091
